model,speakerAlpha,listenerAlpha,costWeight,discountFactor,guessingEpsilon,scalingFactor,              trialNum,speakerID,listenerID,partnerID,intendedName,speakerChoice,listenerChoice,              longUttScore,correctProb
Listener,5,5,0,0.9,0.01,10,1,1,5,1,A,word1,A,-0.483560673045174
Listener,5,5,0,0.9,0.01,10,2,1,5,1,B,word2,B,-0.0000013133610110941178
Listener,5,5,0,0.9,0.01,10,3,1,5,1,A,word1,A,-2.9912580193875085e-8
Listener,5,5,0,0.9,0.01,10,4,1,5,1,B,word2,B,-2.2475776820519053e-9
Listener,5,5,0,0.9,0.01,10,5,1,5,1,A,word1,A,-1.6038437246244616e-10
Listener,5,5,0,0.9,0.01,10,6,1,5,1,B,word2,B,-4.753353266664102e-11
Listener,5,5,0,0.9,0.01,10,7,2,5,2,A,word2,A,-0.8652683446871521
Listener,5,5,0,0.9,0.01,10,8,2,5,2,B,word1,B,-0.000003473744747898856
Listener,5,5,0,0.9,0.01,10,9,2,5,2,A,word2,A,-4.0769630836403135e-8
Listener,5,5,0,0.9,0.01,10,10,2,5,2,B,word1,B,-3.170590683917794e-9
Listener,5,5,0,0.9,0.01,10,11,2,5,2,A,word2,A,-2.733828719333021e-10
Listener,5,5,0,0.9,0.01,10,12,2,5,2,B,word1,B,-6.410405539930628e-11
Listener,5,5,0,0.9,0.01,10,13,3,5,3,A,word1,B,-0.7125194933365187
Listener,5,5,0,0.9,0.01,10,14,3,5,3,B,word2,B,-0.000002905438822024661
Listener,5,5,0,0.9,0.01,10,15,3,5,3,A,word1,A,-6.071911991022667e-8
Listener,5,5,0,0.9,0.01,10,16,3,5,3,B,word2,B,-1.4162495630724195e-9
Listener,5,5,0,0.9,0.01,10,17,3,5,3,A,word1,A,-1.9200951941367585e-10
Listener,5,5,0,0.9,0.01,10,18,3,5,3,B,word2,B,-4.7407855420247485e-11
Listener,5,5,0,0.9,0.01,10,19,4,5,4,A,word2,A,-0.9949351079807176
Listener,5,5,0,0.9,0.01,10,20,4,5,4,B,word1,B,-0.0000026413894396513634
Listener,5,5,0,0.9,0.01,10,21,4,5,4,A,word2,A,-2.733841757040402e-8
Listener,5,5,0,0.9,0.01,10,22,4,5,4,B,word1,B,-2.292637637920843e-9
Listener,5,5,0,0.9,0.01,10,23,4,5,4,A,word2,A,-1.6621837241319914e-10
Listener,5,5,0,0.9,0.01,10,24,4,5,4,B,word1,B,-6.452971490697494e-11
